Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
Area 2826,27.72,41.29,34.5,19.57,75.71,1,1894,11.06,1,0,1,0,1
Area 2827,25.93,40.37,33.15,76.46,50.89,0,2820,13.27,1,0,0,0,0
Area 2828,16.43,24.79,20.61,2.35,48.83,1,6926,12.02,0,1,1,0,1
Area 2829,21.43,32.04,26.73,37.55,57.92,0,6895,13.63,0,0,0,0,0
Area 2830,15.44,21.39,18.41,11.07,72.66,1,3776,10.35,0,1,1,1,1
Area 2831,22.21,29.22,25.72,35.25,51.7,1,5176,11.25,1,1,1,1,1
Area 2832,24.94,34.07,29.5,17.35,49.18,0,6469,11.42,0,0,1,0,0
Area 2833,16.78,23.84,20.31,37.33,40.5,0,8644,11.69,1,1,1,1,0
Area 2834,19.33,33.1,26.22,41.75,63.58,0,9719,13.95,0,0,1,1,0
Area 2835,20.97,27.55,24.26,30.06,61.43,0,5926,11.24,0,0,1,1,0
Area 2836,28.79,38.35,33.57,65.66,51.69,1,2292,12.07,0,1,0,0,1
Area 2837,29.9,40.96,35.43,91.89,42.68,0,3636,12.14,0,1,0,1,0
Area 2838,15.67,27.59,21.63,40.06,61.46,0,7399,13.08,1,0,1,1,0
Area 2839,26.42,35.25,30.83,19.23,79.41,0,9408,12.07,1,0,0,1,0
Area 2840,20.58,34.27,27.42,27.07,75.76,0,2420,12.42,0,1,0,0,0
Area 2841,20.89,31.57,26.23,85.4,83.04,1,7971,13.01,1,1,0,1,1
Area 2842,26.31,35.71,31.01,57.16,40.48,1,633,10.4,0,1,1,0,1
Area 2843,28.78,34.45,31.61,45.5,88.32,0,9509,13.85,0,0,1,0,0
Area 2844,29.26,38.91,34.09,14.96,57.07,1,5451,13.39,0,0,1,0,1
Area 2845,23.66,36.86,30.26,44.97,89.52,1,2079,11.56,0,1,0,0,1
Area 2846,20.36,31.5,25.93,27.85,52.63,0,2176,12.91,1,0,0,0,0
Area 2847,26.81,40.13,33.47,94.32,63.58,1,8823,13.05,0,0,0,1,1
Area 2848,18.77,28.71,23.74,88.41,57.7,0,4335,13.4,1,0,1,1,0
Area 2849,23.46,29.65,26.55,8.39,57.79,0,6341,10.75,1,0,1,0,0
Area 2850,20.38,25.52,22.95,51.67,82.11,0,4214,12.81,0,0,0,1,0
Area 2851,24.85,32.88,28.87,22.51,77.32,1,2684,10.13,0,0,0,0,1
Area 2852,18.61,30.59,24.6,41.08,89.61,0,9840,10.46,1,1,1,0,0
Area 2853,17.87,30.78,24.33,87.68,70.68,0,1588,13.1,1,1,1,0,0
Area 2854,28.77,36.73,32.75,52.75,63.16,0,3759,13.25,0,0,0,1,0
Area 2855,16.53,26.48,21.51,33.42,44.5,0,6502,12.37,0,1,1,0,0
Area 2856,22.59,31.8,27.19,20.79,89.83,1,8147,12.33,1,1,0,1,1
Area 2857,18.31,27.42,22.87,80.03,67.58,0,327,13.0,0,1,0,0,0
Area 2858,15.58,22.9,19.24,62.45,75.02,0,4571,13.62,0,0,1,1,0
Area 2859,15.54,21.9,18.72,46.81,60.34,0,5342,11.68,1,1,0,0,0
Area 2860,17.63,24.6,21.11,21.75,67.39,0,7723,10.46,0,0,0,1,0
Area 2861,28.0,33.55,30.78,33.42,87.13,0,4452,13.36,0,1,0,0,0
Area 2862,19.24,26.22,22.73,95.98,48.32,0,5028,11.37,0,1,1,1,1
Area 2863,29.26,34.35,31.8,52.01,54.62,0,7415,10.54,0,0,1,0,0
Area 2864,23.72,35.0,29.36,40.07,47.6,0,798,12.46,1,1,1,1,0
Area 2865,21.55,29.71,25.63,52.14,79.61,0,537,12.31,0,1,1,1,1
Area 2866,23.7,38.43,31.07,77.9,43.1,0,5919,11.9,1,0,0,0,0
Area 2867,22.75,29.69,26.22,34.01,44.08,1,6280,13.44,0,0,1,1,1
Area 2868,26.38,34.84,30.61,17.87,54.92,0,9976,11.09,0,0,0,1,0
Area 2869,19.24,27.82,23.53,58.49,65.71,1,2253,10.05,1,1,0,0,1
Area 2870,20.3,25.38,22.84,66.52,60.31,0,6138,11.29,1,0,1,1,0
Area 2871,28.41,41.8,35.11,71.27,42.24,0,6108,10.04,0,1,1,1,1
Area 2872,29.2,34.52,31.86,88.2,87.87,0,6475,12.17,0,0,0,0,0
Area 2873,28.39,42.79,35.59,37.12,87.64,0,5236,11.51,0,0,1,1,0
Area 2874,21.29,35.21,28.25,7.54,53.97,0,5378,13.26,1,1,1,0,0
Area 2875,26.71,37.06,31.88,95.83,76.58,1,1059,13.19,1,0,1,1,1
Area 2876,22.15,32.58,27.36,43.5,68.93,0,8569,11.74,1,1,1,0,0
Area 2877,22.46,34.0,28.23,62.33,51.87,0,4320,10.87,1,0,0,1,0
Area 2878,18.07,26.94,22.51,66.63,53.11,0,3856,11.69,0,0,1,0,0
Area 2879,23.87,35.34,29.6,54.65,64.56,1,7687,12.57,0,1,0,1,1
Area 2880,17.79,23.24,20.52,20.53,60.96,1,9635,10.76,0,0,0,0,1
Area 2881,19.97,25.51,22.74,75.51,54.56,0,4870,13.09,0,0,0,0,0
Area 2882,27.83,37.4,32.61,80.38,80.38,0,9006,11.32,1,0,0,0,0
Area 2883,18.11,28.6,23.35,55.3,64.07,0,9797,13.73,0,1,1,1,1
Area 2884,16.07,29.95,23.01,48.86,72.74,1,4021,12.05,0,0,0,0,1
Area 2885,16.04,22.08,19.06,11.39,49.46,1,2814,13.39,1,0,0,1,0
Area 2886,29.11,42.34,35.73,8.4,66.68,1,1447,12.46,1,0,0,0,0
Area 2887,22.6,29.7,26.15,33.96,55.9,0,5108,12.22,0,0,1,0,0
Area 2888,21.14,30.08,25.61,31.08,66.32,0,6185,12.73,0,1,0,1,0
Area 2889,27.16,35.33,31.25,95.37,79.04,1,8269,13.25,0,1,0,1,1
Area 2890,27.54,36.54,32.04,78.36,78.45,1,4968,12.58,0,1,1,1,1
Area 2891,19.98,26.49,23.24,65.99,57.71,1,4060,13.19,0,0,1,1,1
Area 2892,25.4,35.44,30.42,51.76,74.71,0,2605,10.76,1,0,1,0,0
Area 2893,26.57,39.58,33.08,16.74,87.06,0,5196,11.11,1,0,1,0,0
Area 2894,24.82,34.24,29.53,97.85,71.28,0,7475,10.92,1,0,0,0,0
Area 2895,17.27,27.18,22.23,37.5,47.42,1,1837,13.19,0,1,0,1,1
Area 2896,28.14,41.63,34.88,10.69,73.99,0,1208,10.34,0,1,1,1,1
Area 2897,23.09,35.15,29.12,49.38,45.25,0,2779,13.18,0,0,1,0,0
Area 2898,19.24,29.14,24.19,87.4,83.61,0,1137,11.56,1,0,0,1,0
Area 2899,21.38,28.96,25.17,88.73,65.83,0,5860,10.32,0,0,0,1,0
Area 2900,15.56,29.41,22.49,1.1,59.26,0,9203,11.7,0,1,1,0,0
Area 2901,16.92,27.69,22.3,88.63,42.85,0,2196,11.2,0,1,1,0,0
Area 2902,26.48,33.69,30.09,27.15,59.04,0,458,12.37,1,1,0,0,0
Area 2903,15.0,22.69,18.85,3.9,85.16,1,6053,11.89,0,1,0,1,1
Area 2904,21.25,34.28,27.76,84.78,41.05,1,1176,11.19,0,1,1,0,1
Area 2905,22.84,28.28,25.56,86.39,63.73,0,7336,13.45,0,0,0,1,0
Area 2906,15.82,30.74,23.28,59.62,86.56,1,5771,11.63,0,1,0,1,1
Area 2907,29.6,35.9,32.75,57.44,59.74,0,5915,11.88,0,1,0,1,0
Area 2908,18.39,31.35,24.87,81.31,61.41,1,5864,13.39,1,1,0,0,1
Area 2909,19.56,28.51,24.04,78.63,68.93,1,5074,10.36,0,0,1,0,1
Area 2910,19.56,29.48,24.52,89.01,63.15,0,3627,11.56,1,0,1,1,0
Area 2911,18.46,32.26,25.36,55.27,48.43,0,2402,11.61,0,0,0,0,0
Area 2912,15.02,24.15,19.59,96.76,40.93,0,9896,11.98,0,0,0,1,0
Area 2913,25.94,36.32,31.13,99.61,70.49,1,1175,10.42,1,1,1,1,1
Area 2914,29.5,35.0,32.25,11.65,86.04,0,4148,10.41,0,1,0,1,1
Area 2915,18.36,23.39,20.88,84.95,45.32,0,428,11.67,0,1,1,0,0
Area 2916,24.95,32.39,28.67,49.98,50.55,0,3577,10.13,1,1,0,0,0
Area 2917,26.13,37.93,32.03,38.76,58.51,1,7224,11.02,0,0,0,0,1
Area 2918,27.73,33.94,30.83,61.31,80.44,1,1102,10.8,1,0,1,1,1
Area 2919,21.34,27.48,24.41,5.6,53.46,0,8868,11.96,1,0,1,1,0
Area 2920,19.54,28.65,24.1,50.65,84.1,1,8618,10.04,0,1,1,0,1
Area 2921,19.88,31.36,25.62,87.09,42.75,1,6486,12.7,0,0,0,0,1
Area 2922,25.69,37.81,31.75,21.35,87.05,1,9819,13.42,0,1,0,1,1
Area 2923,27.25,34.04,30.64,42.64,68.04,0,2921,12.83,0,1,0,0,0
Area 2924,17.72,23.52,20.62,93.95,72.94,0,9757,13.27,0,1,0,1,1
Area 2925,20.56,34.97,27.77,42.86,58.38,0,2480,12.57,0,1,1,1,1
Area 2926,28.53,36.14,32.33,35.84,79.1,0,8786,12.03,0,0,0,0,0
Area 2927,27.1,40.63,33.87,44.05,48.33,0,9430,10.88,0,1,0,1,0
Area 2928,29.77,43.41,36.59,51.95,42.45,0,2516,11.12,0,1,1,0,0
Area 2929,26.31,39.04,32.68,63.2,59.78,0,9648,11.27,0,1,0,0,0
Area 2930,20.9,27.59,24.24,80.07,82.68,0,9445,10.15,1,1,1,0,0
Area 2931,23.86,37.08,30.47,45.21,77.75,0,3349,13.65,0,0,1,1,0
Area 2932,24.92,37.61,31.26,81.75,65.86,0,2242,13.6,0,0,0,0,0
Area 2933,16.18,27.14,21.66,53.37,68.61,1,3488,10.43,1,1,0,1,1
Area 2934,23.17,31.54,27.35,33.85,46.49,1,9416,12.23,1,0,1,1,1
Area 2935,25.64,33.26,29.45,65.8,82.03,0,5415,11.87,1,0,1,0,0
Area 2936,17.51,23.73,20.62,71.77,79.35,1,9093,12.73,0,1,1,0,1
Area 2937,26.71,36.81,31.76,55.8,72.82,0,307,12.41,1,1,0,1,0
Area 2938,23.76,34.61,29.18,5.66,63.31,1,8764,10.5,0,1,0,1,1
Area 2939,29.28,37.88,33.58,16.99,88.22,0,1738,12.64,0,1,1,0,1
Area 2940,15.64,25.39,20.51,28.53,83.95,0,5227,12.44,1,1,0,1,0
Area 2941,18.98,27.62,23.3,28.26,72.22,0,8427,12.12,0,1,0,1,1
Area 2942,24.02,35.43,29.73,67.34,58.59,0,4456,11.61,0,1,1,1,1
Area 2943,19.45,33.46,26.45,1.83,70.9,0,9462,13.82,1,0,1,1,0
Area 2944,25.72,32.36,29.04,75.57,68.77,0,8749,13.4,1,0,1,1,0
Area 2945,26.39,35.2,30.79,26.53,59.71,0,6124,12.34,0,0,0,1,0
Area 2946,16.54,22.95,19.74,31.0,55.33,1,7705,10.03,1,1,0,0,1
Area 2947,22.71,33.96,28.33,52.79,60.35,0,1536,11.73,0,0,1,1,0
Area 2948,22.63,34.92,28.78,21.59,68.7,0,6475,12.8,0,1,1,1,1
Area 2949,20.54,34.86,27.7,88.45,61.41,0,8798,10.47,1,0,1,1,0
Area 2950,28.99,36.78,32.89,8.54,53.18,1,6347,11.63,1,1,1,0,1
Area 2951,27.41,41.91,34.66,44.44,78.05,0,8737,10.77,0,1,0,1,1
Area 2952,25.46,31.09,28.27,84.94,66.57,0,2881,11.35,1,1,1,0,0
Area 2953,25.71,36.75,31.23,61.58,43.38,0,543,10.11,0,0,0,1,0
Area 2954,21.93,27.5,24.71,29.23,58.42,0,217,10.51,1,0,1,0,0
Area 2955,28.81,42.75,35.78,42.08,84.25,0,9832,11.82,1,0,1,1,0
Area 2956,25.42,35.72,30.57,70.67,77.76,0,666,13.59,1,0,1,1,0
Area 2957,25.93,37.63,31.78,97.33,56.16,0,3702,11.96,1,0,0,0,0
Area 2958,27.93,41.24,34.58,89.31,86.91,0,2036,11.81,0,0,1,0,0
Area 2959,19.11,25.61,22.36,34.24,43.83,0,4283,13.15,0,0,1,0,0
Area 2960,27.11,32.49,29.8,99.82,88.06,0,8026,11.07,1,1,1,1,0
Area 2961,17.93,31.72,24.82,0.35,52.29,0,9944,10.38,0,1,1,0,0
Area 2962,20.18,28.33,24.25,2.76,40.45,1,4671,10.84,1,0,0,0,0
Area 2963,20.03,26.32,23.18,82.38,61.69,0,5901,13.17,0,1,0,1,0
Area 2964,29.68,39.36,34.52,19.95,57.95,1,4490,12.71,1,0,1,0,0
Area 2965,27.85,38.83,33.34,6.08,66.95,0,4915,10.37,1,0,1,1,0
Area 2966,25.52,30.83,28.17,23.71,79.84,0,5600,12.67,0,0,1,0,0
Area 2967,25.91,33.65,29.78,42.61,82.12,1,5502,13.73,0,1,0,0,1
Area 2968,23.43,28.76,26.1,73.06,60.06,0,7087,10.18,0,0,0,1,0
Area 2969,29.21,38.41,33.81,62.43,61.49,0,4881,12.47,1,1,0,1,0
Area 2970,22.44,36.39,29.42,23.76,47.41,0,2786,11.52,0,0,1,0,0
Area 2971,20.71,35.53,28.12,50.33,42.38,0,1303,12.0,0,1,1,0,0
Area 2972,17.45,28.82,23.13,92.62,72.06,1,5156,12.11,0,0,0,0,1
Area 2973,26.79,33.41,30.1,81.5,43.22,0,7157,13.08,0,1,0,0,0
Area 2974,26.02,40.08,33.05,32.32,76.69,0,8697,12.23,1,1,0,0,0
Area 2975,20.77,30.93,25.85,98.23,66.95,1,5813,12.37,1,1,1,0,1
Area 2976,15.38,21.92,18.65,70.86,49.93,1,5283,11.33,0,1,0,0,1
Area 2977,27.58,41.8,34.69,6.24,66.98,1,4314,10.5,0,0,0,0,1
Area 2978,15.17,27.75,21.46,3.52,49.15,0,4179,12.73,0,1,1,1,1
Area 2979,25.56,37.87,31.71,16.84,61.94,1,412,10.0,0,1,1,1,1
Area 2980,29.55,41.65,35.6,72.79,79.98,1,8454,11.31,0,0,0,0,1
Area 2981,21.56,28.57,25.07,18.37,63.1,1,1628,10.87,0,1,1,1,1
Area 2982,18.52,25.63,22.08,51.15,47.43,1,5596,11.55,1,0,0,0,0
Area 2983,25.57,37.46,31.51,9.33,76.19,1,9857,11.25,0,0,0,0,1
Area 2984,27.26,34.45,30.86,92.09,49.34,0,4868,12.82,1,1,0,0,0
Area 2985,23.2,32.58,27.89,34.4,76.93,0,7667,11.04,0,0,1,1,0
Area 2986,29.51,42.33,35.92,90.81,63.97,1,498,12.24,0,0,0,1,1
Area 2987,15.78,28.61,22.19,94.49,62.69,0,6730,11.82,1,0,0,1,0
Area 2988,22.57,32.1,27.34,0.61,82.57,0,1147,13.2,0,1,0,1,1
Area 2989,25.78,38.7,32.24,46.41,75.43,0,2042,11.71,0,1,1,1,1
Area 2990,27.94,41.33,34.63,2.47,41.65,1,339,13.46,1,0,0,0,0
Area 2991,17.69,29.24,23.46,90.87,54.81,0,6564,10.0,0,1,1,0,0
Area 2992,27.0,34.28,30.64,51.84,83.55,0,771,12.42,0,0,0,0,0
Area 2993,23.29,31.03,27.16,7.49,40.92,0,2719,10.04,0,1,1,0,0
Area 2994,20.95,29.1,25.02,11.03,67.26,0,8019,12.86,0,0,1,0,0
Area 2995,16.98,23.14,20.06,38.35,76.39,0,2561,10.94,0,0,1,1,0
Area 2996,27.98,35.71,31.85,94.02,71.09,0,8693,11.52,1,1,1,1,0
Area 2997,17.36,24.45,20.91,69.29,78.03,1,2206,11.52,0,1,1,1,1
Area 2998,19.65,29.2,24.42,86.76,76.28,1,4248,13.39,1,1,0,1,1
Area 2999,19.35,33.44,26.39,36.65,74.6,1,1187,10.41,1,1,0,1,1
Area 3000,28.07,34.12,31.09,4.32,81.08,0,6876,12.67,1,0,0,0,0
Area 3001,25.09,37.29,31.19,97.43,72.28,0,9434,13.93,1,1,0,1,0
Area 3002,26.95,38.82,32.89,1.72,60.12,0,4481,10.09,1,0,1,0,0
Area 3003,18.76,24.71,21.74,94.77,63.6,0,5224,13.86,0,1,0,0,0
Area 3004,24.37,38.6,31.49,36.87,75.84,0,7659,10.07,0,1,0,0,0
Area 3005,23.58,34.26,28.92,1.01,83.82,1,241,13.36,0,0,1,1,1
Area 3006,27.49,36.13,31.81,68.92,53.61,0,496,13.84,1,1,0,1,0
Area 3007,28.59,41.16,34.87,98.05,57.1,0,5237,13.97,0,1,0,1,0
Area 3008,15.18,22.76,18.97,96.56,86.54,1,7381,11.84,1,0,0,1,1
Area 3009,25.11,37.05,31.08,16.09,68.93,0,1655,13.47,0,0,1,1,0
Area 3010,15.78,21.17,18.48,18.12,48.95,1,7154,10.49,1,1,1,1,1
Area 3011,23.23,36.63,29.93,56.55,73.18,1,5994,11.7,1,0,0,0,0
Area 3012,19.31,28.8,24.06,63.73,89.54,0,1128,11.23,1,1,1,0,0
Area 3013,19.6,30.97,25.29,73.94,81.17,0,5151,11.58,1,0,1,0,0
Area 3014,20.29,27.51,23.9,18.11,77.29,1,770,12.81,1,1,0,0,1
Area 3015,24.32,36.09,30.2,95.9,50.4,0,4694,10.35,0,1,0,1,0
Area 3016,20.01,32.73,26.37,63.87,83.81,0,1955,13.99,1,1,1,0,0
Area 3017,25.99,35.72,30.86,84.7,66.29,1,3529,12.54,0,0,0,1,1
Area 3018,21.07,32.25,26.66,54.01,84.46,0,5376,13.49,1,0,1,1,0
Area 3019,16.03,25.59,20.81,41.43,56.49,0,7086,13.32,0,0,1,1,0
Area 3020,26.76,40.7,33.73,97.72,43.1,0,9980,13.06,0,1,0,0,0
Area 3021,19.29,29.27,24.28,58.21,63.8,1,4531,10.16,1,1,1,0,1
Area 3022,21.49,34.91,28.2,86.69,53.49,0,669,12.07,1,1,1,0,0
Area 3023,25.28,38.3,31.79,95.33,75.76,0,6556,11.31,0,1,0,0,0
Area 3024,19.99,29.09,24.54,67.54,87.86,0,1246,10.45,0,1,1,1,1
Area 3025,15.85,23.15,19.5,54.89,74.55,0,9156,11.37,1,1,0,0,0
Area 3026,20.61,29.67,25.14,0.35,84.35,1,6614,12.58,0,1,1,0,1
Area 3027,29.17,42.43,35.8,4.0,62.65,1,5000,10.92,0,1,0,0,1
Area 3028,24.63,31.9,28.26,20.09,78.58,0,127,11.78,0,1,1,1,1
Area 3029,25.07,35.32,30.19,18.6,82.15,0,5449,11.62,0,0,1,1,0
Area 3030,24.48,37.55,31.01,25.48,75.54,0,1129,10.21,0,1,1,1,1
Area 3031,17.98,26.52,22.25,30.49,65.39,0,6716,12.51,0,1,0,0,0
Area 3032,21.28,32.7,26.99,36.01,71.29,0,2096,12.48,0,0,0,0,0
Area 3033,26.26,33.72,29.99,42.05,75.03,0,1441,13.87,1,0,1,1,0
Area 3034,16.52,22.61,19.57,9.89,52.65,0,9540,11.19,1,1,1,1,0
Area 3035,19.17,32.11,25.64,4.24,80.48,0,2187,11.68,1,1,1,0,0
Area 3036,19.14,25.13,22.14,67.39,87.52,1,8972,11.61,1,1,0,1,1
Area 3037,21.48,29.19,25.34,53.73,63.26,1,474,13.68,0,0,0,1,1
Area 3038,29.71,43.26,36.48,44.41,75.05,0,3145,11.63,0,1,1,0,1
Area 3039,16.01,24.48,20.24,63.44,76.85,0,6375,11.77,1,1,0,0,0
Area 3040,22.78,37.51,30.15,82.77,73.11,1,6049,11.01,0,0,1,1,1
Area 3041,17.69,32.49,25.09,42.77,67.36,1,905,10.0,0,1,1,1,1
Area 3042,29.56,37.24,33.4,64.11,84.08,0,6452,10.44,0,1,1,0,1
Area 3043,16.7,22.11,19.4,95.36,62.45,1,6570,12.82,0,1,1,0,1
Area 3044,21.05,33.1,27.08,83.96,43.06,1,6746,12.73,0,0,0,1,1
Area 3045,26.07,35.58,30.82,42.6,82.23,0,378,11.29,0,1,0,1,1
Area 3046,25.57,31.58,28.57,64.47,73.7,0,1505,11.89,1,1,0,1,0
Area 3047,21.34,33.42,27.38,17.71,82.46,0,9079,11.19,0,0,1,1,0
Area 3048,20.2,25.51,22.85,56.05,46.93,0,7250,12.92,0,0,1,0,0
Area 3049,20.96,34.67,27.82,98.13,41.54,0,1432,13.37,0,0,0,1,0
Area 3050,18.96,25.35,22.16,51.83,86.72,1,8165,13.6,1,0,1,1,1
Area 3051,18.08,24.35,21.22,92.76,47.39,1,3247,10.7,1,0,1,1,1
Area 3052,22.25,29.0,25.62,40.73,80.48,0,8092,12.78,0,1,0,1,1
Area 3053,19.03,33.63,26.33,99.88,81.16,0,3549,13.85,0,0,0,1,0
Area 3054,19.31,31.24,25.28,57.92,75.44,0,532,12.6,0,1,1,1,1
Area 3055,24.85,37.87,31.36,4.23,46.56,0,8126,11.4,0,1,0,1,0
Area 3056,29.53,38.5,34.02,58.68,73.37,0,1109,12.54,0,0,1,1,0
Area 3057,24.05,32.42,28.24,27.46,84.45,1,7379,12.75,0,0,1,0,1
Area 3058,16.15,23.5,19.83,3.25,61.28,0,5291,11.59,0,1,0,1,0
Area 3059,16.13,25.94,21.04,82.09,60.68,0,8608,10.42,0,1,0,1,0
Area 3060,29.27,39.79,34.53,27.57,62.14,0,5407,12.43,0,0,1,1,0
Area 3061,19.46,30.78,25.12,79.65,44.11,0,4316,13.21,0,1,1,1,1
Area 3062,16.38,23.95,20.17,28.82,84.6,0,1465,13.99,1,1,0,0,0
Area 3063,23.99,38.47,31.23,19.43,83.46,0,6896,10.89,1,1,1,1,0
Area 3064,24.35,31.05,27.7,97.39,89.9,0,9227,12.8,0,0,1,0,0
Area 3065,24.73,39.38,32.06,36.16,69.26,0,3618,10.11,0,1,0,0,0
Area 3066,19.01,24.16,21.59,60.14,77.56,0,2868,13.88,1,1,0,0,0
Area 3067,15.23,25.04,20.13,61.0,50.13,0,595,10.05,1,0,1,0,0
Area 3068,29.48,37.81,33.64,56.05,73.38,0,3692,11.44,1,1,0,1,0
Area 3069,18.76,28.25,23.51,91.47,72.49,1,2332,10.31,0,0,1,1,1
Area 3070,25.14,35.85,30.49,67.44,85.06,0,8148,12.48,0,0,1,0,0
Area 3071,25.6,34.96,30.28,40.37,81.54,0,3035,11.36,1,0,0,1,0
Area 3072,24.15,33.3,28.72,86.24,86.92,0,6819,12.93,0,0,0,0,0
Area 3073,19.69,32.02,25.86,18.11,83.44,0,4545,11.95,1,0,1,1,0
Area 3074,19.07,30.93,25.0,54.42,83.43,1,2467,11.68,1,1,0,1,1
Area 3075,23.97,37.3,30.63,95.06,43.19,0,6655,11.39,1,0,1,1,0
Area 3076,27.99,35.49,31.74,62.54,82.3,1,1005,10.34,1,0,0,0,0
Area 3077,29.2,40.3,34.75,81.7,70.37,0,8268,10.82,0,0,0,1,0
Area 3078,16.59,27.44,22.01,65.36,59.02,0,8000,12.56,0,0,0,1,0
Area 3079,17.32,26.02,21.67,83.94,42.83,1,4697,11.99,0,1,0,0,1
Area 3080,29.17,39.03,34.1,94.45,73.88,0,7753,10.28,1,1,1,0,0
Area 3081,26.05,34.19,30.12,27.29,56.41,0,5109,12.18,0,1,1,1,1
Area 3082,28.24,34.66,31.45,16.97,63.39,1,7335,10.22,0,1,0,1,1
Area 3083,18.04,25.18,21.61,48.4,74.09,1,9807,12.05,1,0,0,0,0
Area 3084,23.81,29.87,26.84,70.19,85.59,0,7308,13.86,0,0,0,0,0
Area 3085,25.52,37.35,31.43,22.72,81.27,0,8058,11.23,1,1,0,1,0
Area 3086,25.2,36.81,31.01,0.41,62.53,0,5388,12.89,0,1,0,0,0
Area 3087,21.12,35.63,28.38,34.29,59.39,0,7913,12.98,0,1,1,0,0
Area 3088,15.23,27.53,21.38,96.89,51.99,0,6236,11.62,0,1,1,0,0
Area 3089,23.74,29.26,26.5,69.5,58.62,1,8403,12.37,0,0,1,1,1
Area 3090,18.8,32.64,25.72,40.13,45.55,0,6706,11.89,0,1,0,0,0
Area 3091,21.75,35.38,28.57,19.26,88.56,1,9964,11.13,1,0,1,0,1
Area 3092,29.36,38.8,34.08,35.61,68.7,0,2402,13.02,0,0,1,0,0
Area 3093,20.99,31.84,26.41,16.98,46.39,0,9942,12.81,0,0,1,0,0
Area 3094,27.6,42.36,34.98,10.63,57.64,1,7425,13.6,0,1,0,0,1
Area 3095,17.83,28.15,22.99,90.67,67.35,0,4495,12.47,1,0,1,0,0
Area 3096,25.09,39.14,32.11,99.77,66.64,0,4095,11.55,1,0,0,0,0
Area 3097,29.66,35.49,32.57,16.41,41.78,0,8598,12.86,0,0,1,1,0
Area 3098,16.53,23.44,19.98,5.45,87.54,1,8412,12.48,0,0,0,1,1
Area 3099,15.12,24.53,19.83,32.97,53.77,0,7869,12.47,1,1,1,1,0
Area 3100,21.5,32.35,26.93,46.17,40.81,0,9569,13.4,1,1,0,1,0
Area 3101,16.39,29.55,22.97,20.48,43.82,0,1527,13.64,1,1,0,1,0
Area 3102,26.23,41.11,33.67,30.14,69.01,0,5713,10.72,0,1,0,1,1
Area 3103,28.72,37.61,33.16,20.09,46.89,1,3202,11.26,0,1,0,1,1
Area 3104,21.51,26.98,24.25,77.43,42.09,0,9477,12.6,1,1,1,1,0
Area 3105,18.88,31.89,25.39,71.26,58.98,0,1555,12.23,0,0,0,1,0
Area 3106,21.52,32.56,27.04,63.5,71.14,0,9471,12.61,0,1,0,0,0
Area 3107,25.85,32.84,29.34,38.72,45.59,1,1446,11.73,0,1,1,1,1
Area 3108,15.14,25.08,20.11,90.9,55.67,1,8920,11.65,0,1,0,0,1
Area 3109,23.84,36.26,30.05,96.95,60.89,1,1314,10.47,1,1,1,1,1
Area 3110,24.2,36.9,30.55,17.36,47.97,0,2061,12.49,0,1,1,0,0
Area 3111,24.57,34.56,29.56,22.3,65.3,0,3095,10.7,0,1,1,1,1
Area 3112,18.63,26.68,22.66,52.56,44.26,0,4712,12.68,1,0,0,0,0
Area 3113,25.71,40.45,33.08,9.13,42.33,1,9839,13.87,0,1,0,0,1
Area 3114,16.37,28.0,22.19,43.64,65.99,1,5790,11.03,0,0,1,0,1
Area 3115,17.99,27.07,22.53,58.18,52.39,1,2958,10.57,0,1,0,0,1
Area 3116,28.16,35.97,32.06,52.21,44.77,0,861,10.1,1,1,1,1,0
Area 3117,26.08,38.39,32.24,33.09,61.2,0,5558,11.52,0,0,1,1,0
Area 3118,15.21,22.63,18.92,54.24,85.76,0,8147,10.86,1,0,1,0,0
Area 3119,18.73,25.44,22.08,95.88,76.21,1,5002,11.97,0,0,1,1,1
Area 3120,18.22,28.51,23.37,20.6,80.78,0,8205,12.1,0,1,1,0,1
Area 3121,19.06,26.96,23.01,65.48,83.6,1,1596,11.4,1,0,0,1,1
Area 3122,18.71,30.0,24.36,4.34,88.63,0,9535,13.0,1,0,1,0,0
Area 3123,15.94,22.12,19.03,6.64,78.16,0,4682,13.62,0,0,0,0,0
Area 3124,21.88,33.43,27.66,55.18,70.42,0,2143,10.85,1,0,0,0,0
Area 3125,25.99,33.82,29.91,10.49,58.27,0,3476,13.35,0,0,0,0,0
Area 3126,24.1,29.1,26.6,2.23,49.08,0,8808,10.52,1,1,0,1,0
Area 3127,25.09,31.36,28.23,17.15,74.33,0,934,10.91,1,1,0,1,0
Area 3128,16.22,30.55,23.39,56.48,89.75,0,723,12.25,0,1,1,0,1
Area 3129,29.27,42.95,36.11,70.33,63.37,0,1147,11.23,0,1,0,0,0
Area 3130,27.58,34.91,31.25,20.25,76.18,1,1664,10.17,1,1,0,1,1
Area 3131,27.08,39.86,33.47,66.83,64.75,1,4082,11.18,1,0,0,1,0
Area 3132,27.34,38.43,32.89,18.25,61.6,0,5540,13.62,0,0,0,1,0
Area 3133,28.99,43.7,36.35,61.35,60.52,0,596,10.7,0,0,0,0,0
Area 3134,23.16,31.9,27.53,41.2,65.23,0,642,13.06,1,0,1,0,0
